id_projeto;base;base_cost;base_duration;base_end_at;base_start_at;color;delay;delta;expected;expected_duration;expected_end_at;expected_start_at;idp;name;name_x;name_y;position;realized;service_id;total_cost
25017;0.0;0.0;45.0;2025-04-28;2025-03-14;#038723;263.0;-8.0;0.0;53.0;2026-01-16;2025-11-24;0.0;PAISAGISMO;PAISAGISMO;PAISAGISMO;71;0.0;2250958;0.0
25017;1.00000002;4639872.29;847.0;2025-04-28;2023-01-02;#03A12A;;;0.0;;;;0.0;IND - INDIRETO SIENGE;IND - INDIRETO SIENGE;IND - INDIRETO SIENGE;72;0.0;2250959;0.0
25017;1.0;217772.59;4.0;2023-01-06;2023-01-02;#7A4E2D;;;0.0;;;;0.0;S.I. - SERVIÇOS INICIAIS;S.I. - SERVIÇOS INICIAIS;S.I. - SERVIÇOS INICIAIS;73;0.0;2250960;0.0
25017;0.0;0.0;6.0;2025-04-28;2025-04-22;#FF6C0F;234.0;0.0;1.0;6.0;2025-12-18;2025-12-12;0.0;S.F. - SERVIÇOS FINAIS;S.F. - SERVIÇOS FINAIS;S.F. - SERVIÇOS FINAIS;74;0.0;2250961;31285.38
25017;0.0;0.0;6.0;2025-04-28;2025-04-22;#9D673F;263.0;-26.0;0.0;32.0;2026-01-16;2025-12-15;0.0;DECORAÇÃO;DECORAÇÃO;DECORAÇÃO;75;0.0;2250962;0.0
25017;1.00000002;1693715.4;847.0;2025-04-28;2023-01-02;#457986;;;0.0;;;;0.0;ÁREA COMUM - PERIFERIA;ÁREA COMUM - PERIFERIA;ÁREA COMUM - PERIFERIA;76;0.0;2250963;0.0
25017;0.0;0.0;847.0;2025-04-28;2023-01-02;#C50553;;;0.0;;;;0.0;IND - INDIRETO PLS;IND - INDIRETO PLS;IND - INDIRETO PLS;77;0.0;2250991;0.0
25017;1.0;158413.6399841587;20.0;2024-07-30;2024-07-10;#E85F08;17.0;-19.0;1.0;39.0;2024-08-16;2024-07-08;1.0;PAV - PISO POLIDO;PAV - PISO POLIDO;PAV - PISO POLIDO;78;1.0;2252164;188078.3899811922
25017;;;;;;#28353D;;;;;;;;EXT - HABITE-SE;;;79;;2254376;
25017;;;;;;#E70302;;;;;;;;AVCB;;;80;;2254377;
25017;;;;;;#2C65FB;;;;;;;;EXT - LIGAÇÕES DEFINITIVAS;;;81;;2254381;
25017;;;;;;#B12726;;;;;;;;FECHAMENTO CORTINA COM REVS, PVC;;;82;;2291247;
25017;0.0;0.0;;;;#4C2768;;;1.0;11.0;2025-09-19;2025-09-08;0.0;GERADOR;GERADOR;GERADOR;83;1.0;2291248;94999.99
25017;0.0;0.0;;;;#841D47;;;1.0;11.0;2025-12-12;2025-12-01;0.0;SUBESTAÇÃO;SUBESTAÇÃO;SUBESTAÇÃO;84;1.0;2291249;80000.0
25017;;;;;;#973841;;;;;;;;DRENAGEM;;;85;;2291250;
25017;;;;;;#038723;;;;;;;;SPDA;;;86;;2291252;
25017;0.0;0.0;;;;#0673BA;;;0.0;218.0;2025-07-02;2024-11-26;0.0;ACABAMENTO EM MASSA;ACABAMENTO EM MASSA;ACABAMENTO EM MASSA;87;0.0;2291257;0.0
25017;0.0;0.0;;;;#0E204F;;;1.0;186.0;2025-09-05;2025-03-03;0.0;ACABAMENTO FINO;ACABAMENTO FINO;ACABAMENTO FINO;88;1.0;2291258;489673.37
25017;0.0;0.0;;;;#C30A1B;;;0.0;367.0;2025-09-11;2024-09-09;0.0;INFRA INSTALAÇÕES (INTERNAS);INFRA INSTALAÇÕES (INTERNAS);INFRA INSTALAÇÕES (INTERNAS);89;0.0;2291259;0.0
25017;0.0;0.0;;;;#0673BA;;;1.0;200.0;2025-12-19;2025-06-02;0.0;PINTURA;PINTURA;PINTURA;90;0.825;2291261;115438.175
25017;0.0;0.0;;;;#6E730E;;;0.99999999;205.0;2025-09-12;2025-02-19;0.0;SERRALHERIA;SERRALHERIA;SERRALHERIA;91;1.0;2291262;36410.26
25017;0.0;0.0;;;;#9D673F;;;1.0;144.0;2026-01-16;2025-08-25;0.0;ACABAMENTO INSTALAÇÕES;ACABAMENTO INSTALAÇÕES;ACABAMENTO INSTALAÇÕES;92;0.29784217;2291263;53937.1600016146
25017;0.0;0.0;;;;#03A12A;;;1.0;141.0;2025-03-14;2024-10-24;0.0;PRUMADA INCÊNDIO;PRUMADA INCÊNDIO;PRUMADA INCÊNDIO;93;1.0;2292822;147324.3900050948
25017;;;;;;#285777;;;;;;;;ACABAMENTO INCÊNDIO;;;94;;2292823;
25017;0.0;0.0;;;;#457986;;;0.0;234.0;2025-12-01;2025-04-11;0.0;INFRA INSTALAÇÕES (ENTRADA DE ENERGIA);INFRA INSTALAÇÕES (ENTRADA DE ENERGIA);INFRA INSTALAÇÕES (ENTRADA DE ENERGIA);95;0.0;2483609;0.0
25017;0.0;0.0;;;;#29475A;;;1.0;119.0;2025-09-10;2025-05-14;0.0;LOUÇAS;LOUÇAS;LOUÇAS;96;1.0;2515389;118864.93
25017;;;;;;#2C65FB;;;;;;;;BANCADAS;;;97;;2515392;
25017;;;;;;#2A5FEC;;;;;;;;SOLEIRAS/DIVIBOX;;;98;;2515426;
25017;;;;;;#02375A;;;;;;;;INFRA. HALL;;;99;;2515433;
25017;;;;;;#B18706;;;;;;;;PINT - PRIMEIRA DEMÃO HALL;;;100;;2515435;
25017;0.0;0.0;;;;#E70302;;;0.0;110.0;2025-12-17;2025-08-29;0.0;FOR - FORRO DO HALL (CHAPEAMENTO);FOR - FORRO DO HALL (CHAPEAMENTO);FOR - FORRO DO HALL (CHAPEAMENTO);101;0.0;2654772;0.0
25017;0.0;0.0;;;;#348248;;;1.0;83.0;2026-01-07;2025-10-16;0.0;PINTURA EPOXI (DEMARCAÇÃO);PINTURA EPOXI (DEMARCAÇÃO);PINTURA EPOXI (DEMARCAÇÃO);102;0.875;2864839;115438.175
25017;0.0;0.0;;;;#E70302;;;1.0;47.0;2025-10-29;2025-09-12;0.0;ESQUADRIAS CREMALHEIRA;ESQUADRIAS CREMALHEIRA;ESQUADRIAS CREMALHEIRA;103;1.0;2934593;172040.318
25017;0.0;0.0;;;;#521E7B;;;0.0;226.0;2026-01-14;2025-06-02;0.0;SOLICITAÇÃO;SOLICITAÇÃO;SOLICITAÇÃO;104;0.0;2956432;0.0
25017;0.0;0.0;;;;#23843B;;;0.0;53.0;2025-12-19;2025-10-27;0.0;VISTORIA;VISTORIA;VISTORIA;105;0.0;2956433;0.0
25017;0.0;0.0;;;;#2C65FB;;;0.0;88.0;2026-01-30;2025-11-03;0.0;LIBERAÇÃO;LIBERAÇÃO;LIBERAÇÃO;106;0.0;2956434;0.0
25017;0.0;0.0;;;;#4A810B;;;0.0;38.0;2025-12-18;2025-11-10;0.0;TEXTURA PAREDE;TEXTURA PAREDE;TEXTURA PAREDE;107;0.0;3190329;0.0
25017;0.0;0.0;;;;#0A4C77;;;0.0;2.0;2025-12-10;2025-12-08;0.0;REVESTIMENTO PISO;REVESTIMENTO PISO;REVESTIMENTO PISO;108;0.0;3190842;0.0
25017;0.0;0.0;;;;#AB4646;;;1.0;18.0;2025-12-19;2025-12-01;0.0;REVESTIMENTO PAREDE;REVESTIMENTO PAREDE;REVESTIMENTO PAREDE;109;0.33333333;3190843;11330.613999915
25017;0.0;0.0;;;;#02375A;;;0.0;57.0;2025-12-16;2025-10-20;0.0;FORRO;FORRO;FORRO;110;0.0;3190851;0.0
25017;0.0;0.0;;;;#52331B;;;0.0;32.0;2025-12-05;2025-11-03;0.0;ESQUADRIAS;ESQUADRIAS;ESQUADRIAS;111;0.0;3191030;0.0
25017;0.0;0.0;;;;#521E7B;;;1.0;4.0;2025-10-24;2025-10-20;0.0;REVESTIMENTO DE MADEIRA;REVESTIMENTO DE MADEIRA;REVESTIMENTO DE MADEIRA;112;0.0;3191033;23606.286
25017;0.0;0.0;;;;#727800;;;1.0;39.0;2025-12-12;2025-11-03;0.0;ACABAMENTO FINO-;ACABAMENTO FINO-;ACABAMENTO FINO-;113;1.0;3191047;6573.39
25018;1.0;531419.9915187559;365.0;2025-10-24;2024-10-24;#038723;153.0;-163.0;1.0;528.0;2026-03-26;2024-10-14;1.0;FOR - FORRO DE PVC;FOR - FORRO DE PVC;FOR - FORRO DE PVC;1;1.0;2251031;519525.2955183361
25018;1.0;809361.2020170393;364.0;2025-11-05;2024-11-06;#B18706;147.0;-41.0;1.0;405.0;2026-04-01;2025-02-20;1.0;MAD - PORTA INTERNA;MAD - PORTA INTERNA;MAD - PORTA INTERNA;2;1.0;2251040;808673.0600170247
25018;1.0;42597.958;364.0;2025-11-05;2024-11-06;#1B425C;166.0;-60.0;0.98059072;424.0;2026-04-20;2025-02-20;0.8;MAD - ALIZAR;MAD - ALIZAR;MAD - ALIZAR;3;0.80168776;2251043;42561.74
25018;1.0;301391.0300000001;362.0;2025-12-09;2024-12-12;#038723;146.0;177.0;0.90632911;185.0;2026-05-04;2025-10-31;0.78;ELE - ENFIAÇÃO ELÉTRICA;ELE - ENFIAÇÃO ELÉTRICA;ELE - ENFIAÇÃO ELÉTRICA;4;0.78337553;2251045;301644.12
25018;0.0;0.0;367.0;2025-08-07;2024-08-05;#BE0503;229.0;-194.0;1.0;561.0;2026-03-24;2024-09-09;0.0;ESQ - PORTA DE ALUMÍNIO + SOLEIRA;ESQ - PORTA DE ALUMÍNIO + SOLEIRA;ESQ - PORTA DE ALUMÍNIO + SOLEIRA;5;1.0;2251051;610476.5099389524
25018;1.0;1727991.0100691197;365.0;2025-10-14;2024-10-14;#2A5FEC;;;0.0;;;;0.0;ESQ - PORTA ALUMÍNIO;ESQ - PORTA ALUMÍNIO;ESQ - PORTA ALUMÍNIO;5;0.0;2251046;0.0
25018;1.0;55314.39;15.0;2024-02-16;2024-02-01;#9D673F;-7.0;11.0;1.0;4.0;2024-02-09;2024-02-05;1.0;MOBILIZAÇÃO;MOBILIZAÇÃO;MOBILIZAÇÃO;6;1.0;2251052;37837.87
25018;1.0;273444.38;39.0;2024-03-15;2024-02-05;#B12726;0.0;0.0;0.0;39.0;2024-03-15;2024-02-05;0.0;INSTALAÇÕES PROVISÓRIAS;INSTALAÇÕES PROVISÓRIAS;INSTALAÇÕES PROVISÓRIAS;7;0.0;2251053;0.0
25018;1.0;1925223.0;225.0;2024-09-13;2024-02-01;#521E7B;42.0;4.0;1.0;221.0;2024-10-25;2024-03-18;1.0;TERRAPLANAGEM;TERRAPLANAGEM;TERRAPLANAGEM;8;1.0;2251054;1093246.96
25018;1.0;442257.84;287.0;2025-01-13;2024-04-01;#E66503;170.0;216.0;1.0;71.0;2025-07-02;2025-04-22;1.0;MURO EXTERNO;MURO EXTERNO;MURO EXTERNO;9;1.0;2251055;412440.79
25018;1.0;670801.99;177.0;2025-07-31;2025-02-04;#017E9E;260.0;-216.0;1.0;393.0;2026-04-17;2025-03-20;0.99;INFRAESTRUTURA - REDE ELÉTRICA;INFRAESTRUTURA - REDE ELÉTRICA;INFRAESTRUTURA - REDE ELÉTRICA;10;0.99364;2251057;628179.7100000001
25018;1.0;793778.7000079377;350.0;2026-01-02;2025-01-17;#29475A;70.0;-35.0;0.0;385.0;2026-03-13;2025-02-21;0.0;ESTACIONAMENTO;ESTACIONAMENTO;ESTACIONAMENTO;11;0.0;2251059;0.0
25018;1.0;598627.8700140205;363.0;2025-11-17;2024-11-19;#574467;158.0;-33.0;1.0;396.0;2026-04-24;2025-03-24;0.96;PASSEIO CALÇADA;PASSEIO CALÇADA;PASSEIO CALÇADA;12;0.95611814;2251060;267802.2500107121
25018;0.99040766;765500.0;613.0;2026-04-24;2024-08-19;#457986;;;0.0;;;;0.0;ÁREA COMUM - PERIFERIA;ÁREA COMUM - PERIFERIA;ÁREA COMUM - PERIFERIA;13;0.0;2251061;0.0
25018;1.0;1091890.3599999999;263.0;2025-09-26;2025-01-06;#3D3D3D;182.0;-145.0;1.0;408.0;2026-03-27;2025-02-12;1.0;PAVIMENTAÇÃO;PAVIMENTAÇÃO;PAVIMENTAÇÃO;14;1.0;2251062;2217215.28
25018;0.2;14212.77;7.0;2026-04-24;2026-04-17;#038723;54.0;-43.0;0.0;50.0;2026-06-17;2026-04-28;0.0;PAISAGISMO;PAISAGISMO;PAISAGISMO;15;0.0;2251063;77657.0
25018;1.0;3576183.6301430473;357.0;2025-06-24;2024-07-02;#9D673F;24.0;-24.0;1.0;381.0;2025-07-18;2024-07-02;1.0;EST - FORMA/CONCRETO PAREDE;EST - FORMA/CONCRETO PAREDE;EST - FORMA/CONCRETO PAREDE;16;1.0;2251064;3451017.640138041
25018;0.0;0.0;365.0;2025-10-02;2024-10-02;#BE0503;181.0;-159.0;0.0;524.0;2026-04-01;2024-10-24;0.0;CER - REVESTIMENTO CERÂMICO;CER - REVESTIMENTO CERÂMICO;CER - REVESTIMENTO CERÂMICO;17;0.0;2251071;0.0
25018;1.0;2208968.596065986;365.0;2025-10-02;2024-10-02;#B18706;169.0;-147.0;1.0;512.0;2026-03-20;2024-10-24;1.0;CER - PISO CERÂMICO/DIVIBOX/SOLEIRA APTO;CER - PISO CERÂMICO/DIVIBOX/SOLEIRA APTO;CER - PISO CERÂMICO/DIVIBOX/SOLEIRA APTO;18;1.0;2251072;2215640.37506368
25018;1.0;295090.8800118036;360.0;2025-11-27;2024-12-02;#0867A4;158.0;110.0;0.92236287;250.0;2026-05-04;2025-08-27;0.92;LOU - LOUÇAS VASO SANITÁRIO;LOU - LOUÇAS VASO SANITÁRIO;LOU - LOUÇAS VASO SANITÁRIO;19;0.92236287;2251073;295084.4800118034
25018;1.0;239379.4340034197;363.0;2025-11-17;2024-11-19;#9D673F;183.0;-99.0;0.73699015;462.0;2026-05-19;2025-02-11;0.74;PINT - PINTURA INTERNA 1ª DEMÃO;PINT - PINTURA INTERNA 1ª DEMÃO;PINT - PINTURA INTERNA 1ª DEMÃO;20;0.73698983;2251075;262358.572003748
25018;1.0;172526.470006901;350.0;2026-02-27;2025-03-14;#2C65FB;112.0;272.0;0.21434599;78.0;2026-06-19;2026-04-02;0.21;MET - METAIS E ACESSÓRIOS;MET - METAIS E ACESSÓRIOS;MET - METAIS E ACESSÓRIOS;21;0.21434599;2251076;172537.4700069015
25018;0.0;0.0;350.0;2026-01-02;2025-01-17;#0A322A;166.0;260.0;0.0;90.0;2026-06-17;2026-03-19;0.0;TES - TESTE FUNCIONAL;TES - TESTE FUNCIONAL;TES - TESTE FUNCIONAL;22;0.0;2251077;0.0
25018;1.0;51814.205;350.0;2026-01-26;2025-02-10;#910291;-73.0;74.0;1.0;276.0;2025-11-14;2025-02-11;1.0;DES - DESENGROSSO;DES - DESENGROSSO;DES - DESENGROSSO;23;1.0;2251078;51813.175
25018;0.0;0.0;350.0;2026-01-02;2025-01-17;#4F2301;123.0;58.0;0.0;292.0;2026-05-05;2025-07-17;0.0;RCER - REVISÃO CERÂMICA;RCER - REVISÃO CERÂMICA;RCER - REVISÃO CERÂMICA;24;0.0;2251079;0.0
25018;1.0;102591.186;350.0;2026-01-14;2025-01-29;#CD11CD;132.0;156.0;0.68987342;194.0;2026-05-26;2025-11-13;0.67;PINT - PINTURA INTERNA 2ª DEMÃO;PINT - PINTURA INTERNA 2ª DEMÃO;PINT - PINTURA INTERNA 2ª DEMÃO;25;0.67341743;2251080;112439.388
25018;1.0;51814.205;350.0;2026-02-17;2025-03-04;#52801D;114.0;260.0;0.36624473;90.0;2026-06-11;2026-03-13;0.3;LIM - LIMPEZA FINAL;LIM - LIMPEZA FINAL;LIM - LIMPEZA FINAL;26;0.29535865;2251081;51813.175
25018;0.0;0.0;350.0;2026-02-27;2025-03-14;#01263F;112.0;272.0;0.0;78.0;2026-06-19;2026-04-02;0.0;VIS - VISTORIA;VIS - VISTORIA;VIS - VISTORIA;27;0.0;2251082;0.0
25018;0.0;0.0;363.0;2025-11-17;2024-11-19;#6806B5;92.0;-163.0;0.0;526.0;2026-02-17;2024-09-09;0.0;FAC - SELADOR;FAC - SELADOR;FAC - SELADOR;28;0.0;2251088;0.0
25018;0.99215686;6704113.5;746.0;2026-04-24;2024-04-08;#03A12A;;;0.0;;;;0.0;IND - INDIRETO SIENGE;IND - INDIRETO SIENGE;IND - INDIRETO SIENGE;29;0.0;2251096;0.0
25018;1.0;57400.0;4.0;2024-02-09;2024-02-05;#7A4E2D;;;0.0;;;;0.0;S.I. - SERVIÇOS INICIAIS;S.I. - SERVIÇOS INICIAIS;S.I. - SERVIÇOS INICIAIS;29;0.0;2251097;0.0
25018;0.2;46000.0;7.0;2026-04-24;2026-04-17;#FF6C0F;;;0.0;;;;0.0;S.F. - SERVIÇOS FINAIS;S.F. - SERVIÇOS FINAIS;S.F. - SERVIÇOS FINAIS;29;0.0;2251098;0.0
25018;1.0;905358.77;114.0;2024-09-13;2024-05-22;#03A12A;269.0;-33.0;1.0;147.0;2025-06-09;2025-01-13;1.0;INFRAESTRUTURA - DRENAGEM;INFRAESTRUTURA - DRENAGEM;INFRAESTRUTURA - DRENAGEM;30;1.0;2252667;670637.0719999999
25018;1.0;1704331.7300681733;356.0;2025-06-11;2024-06-20;#2A5FEC;23.0;-23.0;1.0;379.0;2025-07-04;2024-06-20;1.0;FUN - ARMAÇÃO/INSTALAÇÕES RADIER;FUN - ARMAÇÃO/INSTALAÇÕES RADIER;FUN - ARMAÇÃO/INSTALAÇÕES RADIER;31;1.0;2252669;1704551.960068182
25018;1.0;2535489.2301014196;357.0;2025-07-04;2024-07-12;#540B8E;21.0;-21.0;1.0;378.0;2025-07-25;2024-07-12;1.0;COB - ESTRUTURA COBERTURA;COB - ESTRUTURA COBERTURA;COB - ESTRUTURA COBERTURA;32;1.0;2252670;2418044.914962799
25018;1.0;429058.4400171623;369.0;2025-08-19;2024-08-15;#9D673F;-25.0;25.0;1.0;344.0;2025-07-25;2024-08-15;1.0;REG - CONTRAPISO INTERNO;REG - CONTRAPISO INTERNO;REG - CONTRAPISO INTERNO;33;1.0;2252672;429074.8600171631
25018;1.0;262872.8290195567;366.0;2025-09-10;2024-09-09;#A338F8;84.0;-61.0;1.0;427.0;2025-12-03;2024-10-02;1.0;ELE - KIT ELÉTRICO/TESTE ENTUPIMENTO;ELE - KIT ELÉTRICO/TESTE ENTUPIMENTO;ELE - KIT ELÉTRICO/TESTE ENTUPIMENTO;34;1.0;2252676;262929.1760195665
25018;1.0;1386751.90005547;356.0;2025-06-11;2024-06-20;#CD11CD;23.0;-23.0;1.0;379.0;2025-07-04;2024-06-20;1.0;FUN - CONCRETO RADIER;FUN - CONCRETO RADIER;FUN - CONCRETO RADIER;35;1.0;2252848;1756762.9700702708
25018;1.0;1473018.2800589208;357.0;2025-06-24;2024-07-02;#20826C;24.0;-24.0;1.0;381.0;2025-07-18;2024-07-02;1.0;EST - ARMAÇÃO/INSTALAÇÕES PAREDE;EST - ARMAÇÃO/INSTALAÇÕES PAREDE;EST - ARMAÇÃO/INSTALAÇÕES PAREDE;36;1.0;2252849;1472701.080058908
25018;1.0;1015323.2200406129;357.0;2025-07-04;2024-07-12;#0A4C77;77.0;-77.0;1.0;434.0;2025-09-19;2024-07-12;1.0;COB - TELHAMENTO COBERTURA;COB - TELHAMENTO COBERTURA;COB - TELHAMENTO COBERTURA;37;1.0;2252850;1302024.1850744013
25018;1.0;109051.340004362;357.0;2025-07-04;2024-07-12;#A45D5C;;;0.0;;;;0.0;COB - RUFO METÁLICO;COB - RUFO METÁLICO;COB - RUFO METÁLICO;38;0.0;2252851;0.0
25018;1.0;67066.26;369.0;2025-08-19;2024-08-15;#1C303E;122.0;-110.0;1.0;479.0;2025-12-19;2024-08-27;1.0;REG - REGULRIZAÇÃO PAREDE INTERNA;REG - REGULRIZAÇÃO PAREDE INTERNA;REG - REGULRIZAÇÃO PAREDE INTERNA;38;1.0;2253117;67051.4
25018;1.0;13442.6400005377;367.0;2025-08-29;2024-08-27;#5A4B66;91.0;-67.0;1.0;434.0;2025-11-28;2024-09-20;1.0;REG - PREPARAÇÃO DE SUPERFÍCIE (BIANCO);REG - PREPARAÇÃO DE SUPERFÍCIE (BIANCO);REG - PREPARAÇÃO DE SUPERFÍCIE (BIANCO);39;1.0;2253118;13442.6400005377
25018;1.0;163501.5600065401;369.0;2025-07-28;2024-07-24;#1B425C;;;0.0;;;;0.0;REG - REGULARIZAÇÃO EMPENA;REG - REGULARIZAÇÃO EMPENA;REG - REGULARIZAÇÃO EMPENA;40;0.0;2253119;0.0
25018;1.0;213435.5690053584;367.0;2025-08-07;2024-08-05;#4F9002;183.0;-161.0;1.0;528.0;2026-02-06;2024-08-27;1.0;REG - PAREDE EXTERNA;REG - PAREDE EXTERNA;REG - PAREDE EXTERNA;41;1.0;2253120;376909.1900069934
25018;1.0;141280.4900056512;369.0;2025-07-28;2024-07-24;#FF6C0F;193.0;-157.0;1.0;526.0;2026-02-06;2024-08-29;1.0;REG - CAPIAÇO VÃO ESQUADRIA;REG - CAPIAÇO VÃO ESQUADRIA;REG - CAPIAÇO VÃO ESQUADRIA;42;1.0;2253121;141263.2800056505
25018;1.0;605851.3450000001;366.0;2025-09-10;2024-09-09;#40505B;154.0;-131.0;1.0;497.0;2026-02-11;2024-10-02;1.0;CD - CAIXA D'ÁGUA;CD - CAIXA D''ÁGUA;CD - CAIXA D''ÁGUA;43;1.0;2253123;670170.145
25018;1.0;254443.2000101777;367.0;2025-09-22;2024-09-20;#193A92;81.0;-81.0;1.0;448.0;2025-12-12;2024-09-20;1.0;GES - GESSO LISO PAREDE;GES - GESSO LISO PAREDE;GES - GESSO LISO PAREDE;44;1.0;2253124;254458.8400101784
25018;1.0;93779.9985131292;365.0;2025-10-24;2024-10-24;#52331B;152.0;-162.0;1.0;527.0;2026-03-25;2024-10-14;1.0;FOR - ESTRUTURA FORRO;FOR - ESTRUTURA FORRO;FOR - ESTRUTURA FORRO;45;1.0;2253155;91680.9345128353
25018;1.0;384424.9;362.0;2025-12-09;2024-12-12;#40505B;-5.0;143.0;1.0;219.0;2025-12-04;2025-04-29;1.0;ELE - POSTE ENTRADA ELÉTRICA;ELE - POSTE ENTRADA ELÉTRICA;ELE - POSTE ENTRADA ELÉTRICA;46;1.0;2253179;768795.6300076878
25018;1.0;210973.7210120557;346.0;2025-12-19;2025-01-07;#017E9E;173.0;225.0;0.60316456;121.0;2026-06-10;2026-02-09;0.63;ELE - ACABAMENTO ELÉTRICO/MONTAGEM QUADRO;ELE - ACABAMENTO ELÉTRICO/MONTAGEM QUADRO;ELE - ACABAMENTO ELÉTRICO/MONTAGEM QUADRO;47;0.62742616;2253183;211150.8840120658
25018;1.0;359210.6200143685;360.0;2025-11-27;2024-12-02;#C30A1B;160.0;65.0;0.88691983;295.0;2026-05-06;2025-07-15;0.88;BAN - BANCADA WC;BAN - BANCADA WC;BAN - BANCADA WC;48;0.87552743;2253184;120855.7799879144
25018;1.0;384424.9;346.0;2025-12-19;2025-01-07;#2C65FB;;;0.0;;;;0.0;ELE - PADRÃO ENTRADA ENERGIA;ELE - PADRÃO ENTRADA ENERGIA;ELE - PADRÃO ENTRADA ENERGIA;49;0.0;2253185;0.0
25018;1.0;865390.9500346158;350.0;2026-01-14;2025-01-29;#A76330;96.0;119.0;0.99029536;231.0;2026-04-20;2025-09-01;0.87;FAC - PINTURA FACHADA;FAC - PINTURA FACHADA;FAC - PINTURA FACHADA;50;0.8671308;2253186;927565.0500371028
25018;1.0;105998.89000424;350.0;2026-01-26;2025-02-10;#3D3D3D;84.0;191.0;0.99029536;159.0;2026-04-20;2025-11-12;0.8;FAC - PINTURA DA FAIXA;FAC - PINTURA DA FAIXA;FAC - PINTURA DA FAIXA;51;0.80168776;2253193;105996.0400042398
25018;1.0;413688.2400165476;350.0;2026-02-05;2025-02-20;#038723;89.0;15.0;0.74683544;335.0;2026-05-05;2025-06-04;0.68;GRA - GRAMA;GRA - GRAMA;GRA - GRAMA;52;0.67890295;2253194;413688.2400165476
25018;0.0;0.0;;;;#910291;;;0.0;52.0;2026-03-19;2026-01-26;0.0;ESPAÇO FITNESS;ESPAÇO FITNESS;ESPAÇO FITNESS;53;0.0;2253473;0.0
25018;0.0;0.0;;;;#4C2768;;;0.0;375.0;2026-03-31;2025-03-21;0.0;PISCINAS;PISCINAS;PISCINAS;54;0.0;2253474;0.0
25018;0.0;0.0;;;;#C30A1B;;;0.0;49.0;2026-05-12;2026-03-24;0.0;QUADRA POLIESPORTIVA;QUADRA POLIESPORTIVA;QUADRA POLIESPORTIVA;55;0.0;2253475;0.0
25018;0.0;0.0;;;;#B18706;;;0.0;419.0;2026-04-29;2025-03-06;0.0;QUADRA AREIA;QUADRA AREIA;QUADRA AREIA;56;0.0;2253476;0.0
25018;0.0;0.0;;;;#973841;;;0.0;386.0;2026-04-17;2025-03-27;0.0;GUARITA;GUARITA;GUARITA;57;0.0;2253477;0.0
25018;1.0;186061.5900074424;368.0;2025-07-15;2024-07-12;#03A12A;10.0;14.0;1.0;354.0;2025-07-25;2024-08-05;1.0;IMP - IMPERMEABILIZAÇÃO;IMP - IMPERMEABILIZAÇÃO;IMP - IMPERMEABILIZAÇÃO;58;1.0;2253566;186061.5900074425
25018;1.0;1318909.900013189;367.0;2025-08-29;2024-08-27;#AB4646;161.0;-57.0;1.0;424.0;2026-02-06;2024-12-09;1.0;MURO DIVISA LOTE;MURO DIVISA LOTE;MURO DIVISA LOTE;59;1.0;2253662;1282994.0200128297
25018;1.0;1180615.0299999998;294.0;2025-04-10;2024-06-20;#E4045F;57.0;147.0;1.0;147.0;2025-06-06;2025-01-10;1.0;INFRAESTRUTURA - ESGOTO e ÁGUA POTÁVEL;INFRAESTRUTURA - ESGOTO e ÁGUA POTÁVEL;INFRAESTRUTURA - ESGOTO e ÁGUA POTÁVEL;60;1.0;2255459;1123743.2
25018;0.0;0.0;132.0;2025-01-27;2024-09-17;#B18706;;;0.0;;;;0.0;SD - SERVIÇOS DIVERSOS;SD - SERVIÇOS DIVERSOS;SD - SERVIÇOS DIVERSOS;61;0.0;2255461;0.0
25018;0.0;0.0;;;;#513567;;;1.0;53.0;2026-03-20;2026-01-26;0.0;PLAYGROUND;PLAYGROUND;PLAYGROUND;62;1.0;2300903;70550.0
25018;0.0;0.0;;;;#AB4646;;;1.0;52.0;2026-03-19;2026-01-26;0.0;ACADEMIA;ACADEMIA;ACADEMIA;63;1.0;2300904;70550.0
25018;0.0;0.0;;;;#4C2768;;;1.0;378.0;2026-03-31;2025-03-18;0.0;SALÃO DE FESTAS;SALÃO DE FESTAS;SALÃO DE FESTAS;64;1.0;2300906;176375.0
25018;0.0;0.0;;;;#3D3D3D;;;0.82978723;66.0;2026-04-30;2026-02-23;0.0;PRAÇA;PRAÇA;PRAÇA;65;0.7234;2300925;388025.0000000001
25018;0.0;0.0;;;;#03A12A;;;0.0;159.0;2026-05-06;2025-11-28;0.0;TAN - TANQUE;TAN - TANQUE;TAN - TANQUE;66;0.0;2315696;0.0
25018;0.0;0.0;;;;#4A796F;;;1.0;563.0;2026-03-26;2024-09-09;0.0;ESQ - JANELA DE ALUMÍNIO + PEITORIL;ESQ - JANELA DE ALUMÍNIO + PEITORIL;ESQ - JANELA DE ALUMÍNIO + PEITORIL;67;1.0;2533114;933595.1600093361
25018;0.0;0.0;;;;#12862F;;;0.85454545;295.0;2026-05-06;2025-07-15;0.0;BAN - BANCADA COZINHA;BAN - BANCADA COZINHA;BAN - BANCADA COZINHA;68;0.86363636;2533115;238350.7100023835
25018;0.0;0.0;;;;#9D673F;;;0.0;28.0;2026-06-17;2026-05-20;0.0;DECORAÇÃO;DECORAÇÃO;;69;0.0;2535951;60000.0
25018;;;;;;#055589;;;;;;;;INF - POÇO VISITA ESGOTO;;;70;;2535970;
